# Radius [au]	Intensity [Jy/sr]	error_Intensity [Jy/sr]
1.563100500000000226e+00 2.040322560000000000e+09 0.000000000000000000e+00
4.689301500000000011e+00 2.003175808000000000e+09 1.314394500000000000e+07
7.815502500000000907e+00 1.934164480000000000e+09 1.019368800000000000e+07
1.094170350000000091e+01 1.857294336000000000e+09 3.482948800000000000e+07
1.406790450000000092e+01 1.739153152000000000e+09 3.102044000000000000e+07
1.719410550000000271e+01 1.612306304000000000e+09 3.172540800000000000e+07
2.032030650000000094e+01 1.518948096000000000e+09 4.084237600000000000e+07
2.344650749999999917e+01 1.387047040000000000e+09 3.647327200000000000e+07
2.657270850000000451e+01 1.266985728000000000e+09 3.394779600000000000e+07
2.969890950000000274e+01 1.190994304000000000e+09 3.448430000000000000e+07
3.282511050000000097e+01 1.086194688000000000e+09 2.756339800000000000e+07
3.595131150000000275e+01 9.890231040000000000e+08 2.456664000000000000e+07
3.907751250000000454e+01 9.166363520000000000e+08 2.252239400000000000e+07
4.220371349999999921e+01 8.480316800000000000e+08 1.711064800000000000e+07
4.532991450000000100e+01 7.744724480000000000e+08 1.468037800000000000e+07
4.845611550000000989e+01 7.292001920000000000e+08 1.407151500000000000e+07
5.158231649999999746e+01 6.737555840000000000e+08 1.019306600000000000e+07
5.470851750000000635e+01 6.287812480000000000e+08 8.954855000000000000e+06
5.783471850000000813e+01 5.904535040000000000e+08 7.615360000000000000e+06
6.096091950000000281e+01 5.516502400000000000e+08 5.593751000000000000e+06
6.408712049999999749e+01 5.135541440000000000e+08 5.081960000000000000e+06
6.721332150000000638e+01 4.776199680000000000e+08 4.850662500000000000e+06
7.033952250000000106e+01 4.381850880000000000e+08 4.279557000000000000e+06
7.346572350000000995e+01 4.028228160000000000e+08 4.545677000000000000e+06
7.659192450000000463e+01 3.677586880000000000e+08 4.519920500000000000e+06
7.971812549999999931e+01 3.333773760000000000e+08 4.297270500000000000e+06
8.284432650000000820e+01 3.010558720000000000e+08 4.417221000000000000e+06
8.597052750000000287e+01 2.726472000000000000e+08 4.598417500000000000e+06
8.909672849999999755e+01 2.459931520000000000e+08 4.316093500000000000e+06
9.222292950000000644e+01 2.193043520000000000e+08 3.881436750000000000e+06
9.534913050000000112e+01 1.986622240000000000e+08 4.128311500000000000e+06
9.847533149999999580e+01 1.776947200000000000e+08 3.884625500000000000e+06
1.016015325000000189e+02 1.582851200000000000e+08 3.687036250000000000e+06
